Name,Asset Type,Location,Commodity,Operating Company,Status
Piedras Verdes,Mine (General),Mexico,Copper,Invecture Group SA de CV,Normal Operation
Eland,Mine (General),South Africa,Platinum,Northam Platinum Ltd,Normal Operation
Balancing item Mauritania iron ore mines,Mine (General),Mauritania,Iron Ore,Various,Normal Operation
Bonikro,Mine (General),Ivory Coast,Silver,Allied Gold Corp,Normal Operation
Cozamin,Mine (General),Mexico,Silver,Capstone Copper Corp,Normal Operation
Implied Production,Mine (General),Montenegro,Gold,Montenegro,Normal Operation
Sertao,Mine (General),Brazil,Silver,Orinoco Gold Ltd,Prefeasibility
Lefa,Mine (General),Guinea,Silver,Nord Gold SE,Normal Operation
Northern Cape Iron Ore Deposit,Mine (General),South Africa,Iron Ore,Aquila Resources Ltd,"Project, no spec"
Corunna Downs,Mine (General),Australia,Iron Ore,Atlas Iron Pty Ltd,Normal Operation
Nome Nickel Deposit,Mine (General),Albania,Cobalt,Adriatic Nickel Shpk,Conceptual project
Mphahlele,Mine (General),South Africa,Palladium,Platmin Ltd,Normal Operation
Neves Corvo,Mine (General),Portugal,Zinc,Lundin Mining Corp,Normal Operation
Bachelor Lake,Mine (General),Canada,Silver,BonTerra Resources Inc,Care and Maintenance
Runruno Gold Deposit,Mine (General),Philippines,Molybdenum,Metals Exploration PLC,Normal Operation
Sokolovsky OP Iron Ore Mine,Mine (General),Kazakhstan,Iron Ore,Eurasian Natural Resources Corporation Ltd,Normal Operation
Silijora-Kalimati Manganese Mines,Mine (General),India,Manganese Ore,Rungta Mines Ltd,Normal Operation
Laiva,Mine (General),Finland,Silver,Nordic Gold Oy,Feasibility
Aguas Tenidas,Mine (General),Spain,Silver,Sandfire Resources Ltd,Normal Operation
El Cubo,Mine (General),Mexico,Silver,Guanajuato Silver Company Ltd,Normal Operation
Blyvooruitzicht Surface,Mine (General),South Africa,Silver,Village Main Reef Ltd,Care and Maintenance
Supla Stijena,Mine (General),Montenegro,Zinc,Gradir Montenegro doo Niksic,Normal Operation
Leeville,Mine (General),United States,Gold,Newmont Goldcorp Corp,Normal Operation
Vivien,Mine (General),Australia,Silver,Ramelius Resources Ltd,Normal Operation
Meekatharra,Mine (General),Australia,Gold,Westgold Resources Ltd,Normal Operation
Gamsberg,Mine (General),South Africa,Zinc,Vedanta Ltd,Normal Operation
Gaocun Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Maanshan Iron & Steel Company Ltd,Unknown
Ying,Mine (General),China (Mainland),Silver,Silvercorp Metals Inc,Normal Operation
Huckleberry Mine,Mine (General),Canada,Molybdenum,Imperial Metals Corp,Not Applicable
Telfer,Mine (General),Australia,Copper,Newmont Corporation,Normal Operation
Magnitogorskoye Iron Ore Mine,Mine (General),Russia,Iron Ore,Bakalskoye Iron Ore Mines,Unknown
Kapan,Mine (General),Armenia,Zinc,Chaarat Gold Holdings Ltd,Normal Operation
Kumaraswamy Iron Ore Mine,Mine (General),India,Iron Ore,National Mineral Development Corp Ltd,Unknown
EL Limon,Mine (General),Nicaragua,Gold,Calibre Mining Corp,Normal Operation
Tiringpahar Iron Ore Mine,Mine (General),India,Iron Ore,Tata Steel Ltd,Unknown
El Compas,Mine (General),Mexico,Silver,Endeavour Silver Corp,Normal Operation
Asacha,Mine (General),Russia,Silver,Trans-Siberian Gold Ltd,Normal Operation
Santo Domingo Sur Copper/Iron Ore/Gold Deposit,Mine (General),Chile,Iron Ore,Capstone Copper Corp,Unknown
Andorinhas,Mine (General),Brazil,Silver,Troy Resources Ltd,Normal Operation
Kalplats,Mine (General),South Africa,Silver,African Rainbow Minerals Ltd,Feasibility
Tucano Iron Ore Deposits,Mine (General),Brazil,Iron Ore,Great Panther Mining Ltd,Normal Operation
Pinto Valley Miami unit,Mine (General),Chile,Copper,BHP Group Ltd,Conceptual project
Abcourt-Barvue,Mine (General),Canada,Silver,Abcourt Mines Inc,Normal Operation
Sulphur Springs,Mine (General),Australia,Copper,Venturex Resources Ltd,Feasibility
Mogale Gold Plant,Mine (General),South Africa,Gold,Orminex Ltd,Normal Operation
Lihir,Mine (General),Papua New Guinea,Gold,Newmont Corporation,Normal Operation
River Valley,Mine (General),Canada,Palladium,New Age Metals Inc,Prefeasibility
Lac des Iles,Mine (General),Canada,Palladium,Impala Platinum Holdings Ltd,Normal Operation
Buenavista (Cananea),Mine (General),Mexico,Silver,Southern Copper Corp,Normal Operation
Olympias,Mine (General),Greece,Gold,Eldorado Gold Corp,Normal Operation
Bosilegrad,Mine (General),Serbia,Zinc,Mineco AG,Under Construction
Balancing item Zambia,Mine (General),Zambia,Cobalt,Various,Normal Operation
Tucano-Amapari,Mine (General),Brazil,Gold,Great Panther Mining Ltd,Normal Operation
Northshore (Babbitt),Mine (General),United States,Iron Ore,Cleveland-Cliffs Inc,Normal Operation
Los Azules,Mine (General),Argentina,Silver,McEwen Mining Inc,Feasibility
Redbank,Mine (General),Australia,Copper,NT Minerals Ltd,Prefeasibility
Tongon,Mine (General),Ivory Coast,Gold,Societe des Mines de Tongon SA,Normal Operation
Minbrie Iron Ore Deposit,Mine (General),Australia,Iron Ore,Centrex Metals Ltd,"Project, no spec"
Balancing item Sudan,Mine (General),Sudan,Silver,Sudan,Normal Operation
Irwin Coglia Nickel/Cobalt Mines,Mine (General),Australia,Cobalt,Murrin Murrin Joint Venture,Conceptual project
Corrego de Meio Iron Ore Mine,Mine (General),Brazil,Iron Ore,Samitri Iron Ore Mines,Not Applicable
Hera,Mine (General),Australia,Gold,Aurelia Metals Ltd,Care and Maintenance
Marula,Mine (General),South Africa,Platinum,Impala Platinum Holdings Ltd,Normal Operation
East Boulder,Mine (General),United States,Platinum,Sibanye Stillwater Ltd,Normal Operation
Shuikoushan,Mine (General),China (Mainland),Zinc,Hunan Shuikou Mountain Nonferrous Metals Group Co Ltd,Normal Operation
Nepean,Mine (General),Australia,Nickel,Auroch Minerals Ltd,Normal Operation
Altintepe,Mine (General),Turkey,Silver,Bahar Madencilik Sanayi ve Ticaret Ltd Sti,Normal Operation
Horizonte,Mine (General),Peru,Gold,Consorcio Minero Horizonte SA,Normal Operation
Various Lead Mine,Mine (General),China (Mainland),Lead,Various,Normal Operation
Marikana (PSA),Mine (General),South Africa,Rhodium,Sibanye Stillwater Ltd,Normal Operation
Quality Ounces,Mine (General),South Africa,Gold,Harmony Gold Mining Company Ltd,Normal Operation
Techenskoye Iron Ore Deposit,Mine (General),Russia,Iron Ore,Magnitogorskiy Metallurgicheskiy Kombinat PAO,Unknown
Balancing item New Zealand iron ore mines,Mine (General),New Zealand,Iron Ore,Various,Normal Operation
Golden Grove,Mine (General),Australia,Copper,29Metals Ltd,Normal Operation
Rasp,Mine (General),Australia,Silver,CBH Resources Ltd,Normal Operation
South Murchison Iron/Gold Mine,Mine (General),Australia,Iron Ore,King Solomon Mines Ltd,Unknown
Rainy River,Mine (General),Canada,Silver,New Gold Inc,Normal Operation
Mina Moris,Mine (General),Mexico,Silver,Hochschild Mining PLC,Prefeasibility
Golden Pride,Mine (General),Tanzania,Silver,Resolute Mining Ltd,Normal Operation
Los Chancas Copper Deposit,Mine (General),Peru,Molybdenum,Southern Copper Corp,Feasibility
Red Lake,Mine (General),Canada,Silver,Evolution Mining Ltd,Normal Operation
Implied Production,Mine (General),India,Gold,India,Normal Operation
N4E Iron Ore Mine,Mine (General),Brazil,Iron Ore,Vale SA,Not Applicable
Mine Waste Solutions,Mine (General),South Africa,Gold,Harmony Gold Mining Company Ltd,Normal Operation
Courageous Lake,Mine (General),Canada,Gold,Seabridge Gold Inc,Normal Operation
Hardrock,Mine (General),Canada,Gold,Centerra Gold Inc,Under Construction
Cayeli,Mine (General),Turkey,Copper,Cayeli Bakir Isletmeleri AS,Normal Operation
Implied Production Spain,Mine (General),Spain,Silver,Spain,Normal Operation
Kaifa Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Hanxing Metallurgical Mining Bureau,Unknown
Dexing,Mine (General),China (Mainland),Copper,Jiangxi Copper Co Ltd,Normal Operation
Bangombe (Fines) Manganese Mine,Mine (General),Gabon,Manganese Ore,Cie Miniere De Logooue,Normal Operation
Guelb el Rhein Iron Ore Mine,Mine (General),Mauritania,Iron Ore,SNIM Iron Ore Mines,Normal Operation
Bonfim,Mine (General),Brazil,Gold,Belo Sun Mining Corp,Normal Operation
Bau Iron Ore Mine,Mine (General),Brazil,Iron Ore,Minas Centrais Iron Ore Complex,Not Applicable
Decar Nickel/Iron Deposit,Mine (General),Canada,Iron Ore,FPX Nickel Corp,Unknown
Oktyabrsky Nickel/Copper Mine,Mine (General),Russia,Cobalt,Oktyabrsky Nickel/Copper Mines,Normal Operation
South Crofty,Mine (General),United Kingdom,Tin,Cornish Metals Inc,Conceptual project
KGHM Consolidated,Mine (General),Poland,Silver,KGHM Polska Miedz SA,Normal Operation
Alturas,Mine (General),Chile,Gold,Barrick Gold Corp,Prefeasibility
Pyke Hill Nickel/Cobalt Deposit,Mine (General),Australia,Cobalt,Admiralty Resources NL,Conceptual project
Sukari,Mine (General),Egypt,Gold,Centamin PLC,Normal Operation
Yellowhead,Mine (General),Canada,Gold,Taseko Mines Ltd,Feasibility
Raub,Mine (General),Malaysia,Gold,Peninsula Group Ltd,Normal Operation
Columbia,Mine (General),United States,Silver,Atna Resources Ltd,Normal Operation
Minas Centrais Complex,Mine (General),Brazil,Iron Ore,Vale SA,Normal Operation
White Dam,Mine (General),Australia,Gold,Exco Resources Ltd,Normal Operation
Radio Hill Iron Ore Deposit,Mine (General),Canada,Iron Ore,Rogue Iron Ore Corp,"Project, no spec"
Marban,Mine (General),Canada,Gold,O3 Mining Inc,Prefeasibility
Kapan,Mine (General),Armenia,Silver,Chaarat Gold Holdings Ltd,Normal Operation
Yarrabubba,Mine (General),Australia,Vanadium,Technology Metals Australia Ltd,Feasibility
Mount Muro,Mine (General),Indonesia,Silver,Aeris Resources Ltd,Care and Maintenance
Serovsky Nickel Mine,Mine (General),Russia,Cobalt,Ufaley Nickel JSC,Normal Operation
Silvertip,Mine (General),Canada,Zinc,Coeur Mining Inc,Care and Maintenance
Mt Todd,Mine (General),Australia,Gold,Vista Gold Corp,Feasibility
Mulatos,Mine (General),Mexico,Gold,Alamos Gold Inc,Normal Operation
Yinan,Mine (General),China (Mainland),Gold,Shandong Gold Mining Co Ltd,Normal Operation
Petorca,Mine (General),Chile,Gold,Compania Minera El Bronce De Petorca,Normal Operation
Mont Reed Iron Ore Mine,Mine (General),Canada,Iron Ore,Mont Wright Iron Ore Mine,Not Applicable
Northmet Phase I,Mine (General),United States,Nickel,Glencore PLC,Feasibility
Veladero,Mine (General),Argentina,Gold,Barrick Gold Corp,Normal Operation
Ada Tepe,Mine (General),Bulgaria,Silver,Dundee Precious Metals Inc,Normal Operation
Hackett River,Mine (General),Canada,Silver,Glencore PLC,Prefeasibility
Implied Production Slovakia,Mine (General),Slovakia,Silver,Slovakia,Normal Operation
West Musgrave,Mine (General),Australia,Copper,BHP Group Ltd,Feasibility
McArthur River,Mine (General),Australia,Silver,Glencore PLC,Normal Operation
Elk,Mine (General),Canada,Gold,Gold Mountain Mining Corp,Conceptual project
Implied Production PNG,Mine (General),Papua New Guinea,Silver,PNG,Normal Operation
Nkomati,Mine (General),South Africa,Silver,African Rainbow Minerals Ltd,Care and Maintenance
Solomon Iron Ore Mine,Mine (General),Australia,Iron Ore,Fortescue Metals Group Ltd,Normal Operation
Perseverance,Mine (General),Canada,Zinc,Glencore PLC,Normal Operation
Implied Production,Mine (General),Panama,Gold,Panama,Normal Operation
Bateman,Mine (General),Canada,Gold,Evolution Mining Ltd,Under Construction
Fort Knox,Mine (General),United States,Gold,Kinross Gold Corp,Normal Operation
Bingham Canyon,Mine (General),Canada,Copper,Rio Tinto PLC,Normal Operation
Gaby,Mine (General),Ecuador,Silver,Corporacion Nacional del Cobre (Codelco),Normal Operation
El Gigante,Mine (General),Peru,Silver,Minera Aurifera Retamas SA,Conceptual project
Minorca,Mine (General),United States,Iron Ore,Cleveland-Cliffs Inc,Normal Operation
Kuotko,Mine (General),Finland,Gold,Agnico Eagle Mines Ltd,Conceptual project
Vinchos,Mine (General),Peru,Silver,Volcan Compania Minera SAA,Normal Operation
Daxin Manganese Mine,Mine (General),China (Mainland),Manganese Ore,CITIC Dameng Holdings Ltd,Normal Operation
Spinifex Ridge Iron Ore Mine,Mine (General),Australia,Iron Ore,Moly Mines Ltd,Normal Operation
Savannah Nickel (Sally Malay),Mine (General),Australia,Copper,Panoramic Resources Ltd,Care and Maintenance
Mariners Nickel Mine,Mine (General),Australia,Cobalt,Kambalda South Nickel Mines,Normal Operation
Los Colorados,Mine (General),Chile,Iron Ore,Compania Minera del Pacifico SA,Not Applicable
Marikana (PSA),Mine (General),South Africa,Platinum,Sibanye Stillwater Ltd,Normal Operation
Mount Milligan,Mine (General),Canada,Gold,Centerra Gold Inc,Normal Operation
Perubar,Mine (General),Peru,Zinc,Glencore PLC,Care and Maintenance
Barbil-Banspani Iron Ore Mines,Mine (General),India,Iron Ore,Orissa Mining Corp Ltd,Unknown
Mount Morgans,Mine (General),Australia,Gold,Dacian Gold Ltd,Normal Operation
West Kytlim,Mine (General),Russia,Gold,Eurasia Mining PLC,Feasibility
Kittila,Mine (General),Finland,Silver,Agnico Eagle Mines Ltd,Normal Operation
Ironback Hill Iron Ore Deposit,Mine (General),Australia,Iron Ore,Royal Resources Ltd,Unknown
West Cache,Mine (General),Canada,Gold,Galleon Gold Corp,Conceptual project
Tajmiste Iron Ore Mine,Mine (General),North Macedonia,Iron Ore,Tajmiste AD Kicevo,Unknown
Ravenswood,Mine (General),Australia,Silver,Golden Energy and Resources Ltd,Normal Operation
Jimblebar Range Iron Ore Deposit,Mine (General),Australia,Iron Ore,Warwick Resources Pty Ltd,Unknown
Contonga and Pucarrajo,Mine (General),Peru,Silver,Nyrstar NV,Normal Operation
San Nicolas,Mine (General),Mexico,Zinc,Teck Resources Ltd,Feasibility
Waterberg,Mine (General),South Africa,Rhodium,Platinum Group Metals Ltd,Prefeasibility
Monument Bay,Mine (General),Canada,Gold,Yamana Gold Inc,Conceptual project
Gai,Mine (General),Russia,Copper,Ural Mining & Metallurgical,Normal Operation
Maniitsoq,Mine (General),Denmark,Cobalt,Premium Nickel Resources Ltd,Conceptual project
Test,Mine (General),Austria,Copper,BHP Group Ltd,Normal Operation
Cristalino,Mine (General),Brazil,Gold,Vale SA,Feasibility
Implied Production Greece,Mine (General),Greece,Silver,Greece,Normal Operation
Galeno Copper Deposit,Mine (General),Peru,Molybdenum,Northern Peru Copper Corp,Feasibility
Bulghah,Mine (General),Saudi Arabia,Gold,Saudi Arabian Mining Co SJSC,Normal Operation
Tara,Mine (General),Ireland,Lead,Boliden AB,Normal Operation
Nunavik,Mine (General),Canada,Nickel,Canadian Royalties Inc,Normal Operation
Olza,Mine (General),Poland,Zinc,Rathdowney Resources Ltd,Prefeasibility
Mine D'akka,Mine (General),Morocco,Silver,Managem SA,Normal Operation
Sinchi Wayra,Mine (General),Bolivia,Lead,Glencore PLC,Normal Operation
Sedibelo,Mine (General),South Africa,Palladium,Sedibelo Platinum Mines Ltd,Normal Operation
Tyrnyauz Tungsten/Molybdenum Mine,Mine (General),Russia,Molybdenum,State of Russia,Temporarily Closed
Mototolo,Mine (General),South Africa,Silver,Anglo American Platinum Ltd,Normal Operation
Abóboras Iron Ore Mine,Mine (General),Brazil,Iron Ore,Vale SA,Not Applicable
Aksu,Mine (General),Kazakhstan,Silver,Kazakhgold Ltd,Normal Operation
Balancing item Portugal copper mines,Mine (General),Portugal,Copper,Various,Normal Operation
Zaruma,Mine (General),Ecuador,Silver,Titan Resources International Corp,Conceptual project
Booysendal,Mine (General),South Africa,Rhodium,Northam Platinum Ltd,Normal Operation
Cerro Moro,Mine (General),Argentina,Silver,Pan American Silver Corp,Normal Operation
Patchway,Mine (General),Zimbabwe,Gold,Golden Valley Mines Ltd,Normal Operation
Implied Production,Mine (General),Botswana,Gold,Botswana,Normal Operation
Zholymbet,Mine (General),Kazakhstan,Silver,Institute Project BV,Normal Operation
Marigold,Mine (General),United States,Gold,SSR Mining Inc,Normal Operation
Kouvervaara Cobalt Deposit,Mine (General),Finland,Cobalt,Geological Survey Of Finland,Conceptual project
Lumwana Copper Mine,Mine (General),Zambia,Cobalt,Barrick Gold Corp,Normal Operation
Mount Kilkenny Nickel Deposit,Mine (General),Australia,Cobalt,NiWest Nickel Deposits,Conceptual project
Cerro Verde Copper Mine,Mine (General),Peru,Molybdenum,Freeport-McMoRan Inc,Normal Operation
Minera Frisco Consolidated,Mine (General),Mexico,Silver,Yamana Gold Inc,Normal Operation
Polar,Mine (General),Russia,Platinum,GMK Noril'skiy Nikel' PAO,Normal Operation
Bestobe,Mine (General),Kazakhstan,Silver,Kazakhgold Ltd,Normal Operation
Mt Webber,Mine (General),Australia,Iron Ore,Atlas Iron Pty Ltd,Normal Operation
Mirador,Mine (General),Ecuador,Copper,TongLing Nonferrous Metals Group Holdings Co Ltd,Normal Operation
Mulginskoye Iron Ore Mine,Mine (General),Russia,Iron Ore,Krasnokamenskoye Iron Ore Mines,Normal Operation
Nabeba Iron Ore Deposit,Mine (General),Congo (RC),Iron Ore,Mbalam Iron Ore Deposit,Unknown
Palmapata,Mine (General),Peru,Zinc,Ciia Minera San Ignacio de Morococha SAA,Normal Operation
Jazida Pau Branco Iron Ore Mine,Mine (General),Brazil,Iron Ore,V & M Do Brasil Sa,Normal Operation
Balancing item Norway,Mine (General),Norway,Silver,Norway,Normal Operation
Ridgeway,Mine (General),Australia,Copper,Newmont Corporation,Care and Maintenance
Las Chispas,Mine (General),Mexico,Silver,Silvercrest Metals Inc,Feasibility
Asientos,Mine (General),Mexico,Silver,Minera Frisco SAB de CV,Normal Operation
Cukaru Peki,Mine (General),Serbia,Gold,Zijin Mining Group Co Ltd,Under Construction
Nikopolskoye Manganese Mine,Mine (General),Ukraine,Manganese Ore,Ordzhonikidze Mining and Processing Complex,Normal Operation
Aitik,Mine (General),Sweden,Silver,Boliden AB,Normal Operation
Samitri Iron Ore Mines,Mine (General),Brazil,Manganese Ore,Mineracao Da Trinidade Samitri,Not Applicable
Implied Production,Mine (General),Azerbaijan,Gold,Azerbaijan,Normal Operation
Llurimagua,Mine (General),Ecuador,Copper,Empresa Nacional de Mineria,Conceptual project
Ray,Mine (General),United States,Copper,ASARCO LLC,Normal Operation
Buryatzoloto,Mine (General),Russia,Silver,Nord Gold UK Societas,Normal Operation
Balancing item Sierra Leone iron ore mines,Mine (General),Sierra Leone,Iron Ore,Various,Normal Operation
Menzies,Mine (General),Australia,Silver,Pan American Silver Corp,Normal Operation
Fernandinho Iron Ore Mine,Mine (General),Brazil,Iron Ore,Itacolomy Iron Ore Mines,Normal Operation
Troilus,Mine (General),Canada,Silver,Troilus Gold Corp,Prefeasibility
Longnan Zijin,Mine (General),China (Mainland),Gold,Zijin Mining Group Co Ltd,Normal Operation
Izok Corridor,Mine (General),Australia,Zinc,MMG Ltd,Feasibility
Extension Hill (HM) Exp Phase 2,Mine (General),Australia,Iron Ore,Chongqing Changan Automobile Co Ltd,Normal Operation
Tropicana,Mine (General),Australia,Silver,AngloGold Ashanti Ltd,Normal Operation
Zhizhinsko-Sharomsky Chromite Mine,Mine (General),Russia,Chromite,Oborongeogroup,Under Construction
Cerro Lindo,Mine (General),Peru,Silver,Nexa Resources SA,Normal Operation
