Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity,Region PADD
Pernis (Shell Nederland Raffinaderij B V) - SRU 2,Sulfur Plant,Netherlands,Oil / Oil Products,Shell Nederland Raffinaderij B V,Unknown,,
Sines (Galp Energia SGPS SA) - Fractionating,Unclassified Unit,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Unknown,,
Priolo Gargallo ISAB Refinery (North) (Lukoil PJSC) - SRU (CR 34),Sulfur Plant,Italy,Oil / Oil Products,Lukoil Italia Srl,Unknown,,
Jebel Ali (Emirates National Oil Co Ltd Enoc L L C) - LPG Merox Unit,Gas Processing / Treating Unit,Dubai,Oil / Oil Products,Emirates National Oil Co Ltd Enoc L L C,Unknown,,
Lake Charles (CITGO Petroleum Corp) - Central Amine 2 MEA (Acid Area),Gas Processing / Treating Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,,
Mount Vernon (Countrymark Cooperative Inc) - HF Alkylation,Alkylate Plant,Indiana,Oil / Oil Products,Countrymark Cooperative Inc,Unknown,,
Numaligarh (Numaligarh Refinery Limited) - Coke Calcination Unit,Coker Unit,India,Oil / Oil Products,Numaligarh Refinery Limited,Unknown,,
Catlettsburg Refinery 1 - South (Marathon) - Furfural,Lube Plant,Kentucky,Oil / Oil Products,Marathon,Unknown,,
Yamaguchi (Seibu Oil Company Limited) - Hydrodewaxing Unit,Hydrotreater Unit,Japan,Oil / Oil Products,Seibu Oil Co Ltd,Unknown,,
Iplom (Iplom SpA) - Diesel HDS (1700),Hydrotreater Unit,Italy,Oil / Oil Products,Iplom SpA,Unknown,,
Schwechat (OMV AG) - Flare Gas Recovery,Unclassified Unit,Austria,Oil / Oil Products,Omv AG,Unknown,,
Onsan (S Oil Corp) - Iso Dewaxing Unit 2,Lube Plant,South Korea,Oil / Oil Products,S Oil Corp,Unknown,,
Omsk Refinery (Gazprom Neft' PAO) - Bitumen 19/3,Asphalt Plant,Siberian Federal District,Oil / Oil Products,Gazprom Neft' PAO,Unknown,,
Woods Cross (HF Sinclair Corporation) - East Tank Farm,Tank Farm,Utah,Oil / Oil Products,HollyFrontier Corp,Unknown,,
Buenos Aires (Raizen Energia SA) - Polymerizaton,Polymerization Plant,Argentina,Oil / Oil Products,Raizen Energia SA,Unknown,,
Elefsina Refinery (HELLENiQ ENERGY Holdings SA) - Cooling Tower,Unclassified Unit,Greece,Oil / Oil Products,Hellenic Petroleum SA,Unknown,,
Lingen (BP Europa SE) - HDS (Kerosene),Hydrotreater Unit,Germany,Oil / Oil Products,BP Europa SE,Unknown,,
El Segundo (Chevron Corporation) - TAME,Gasoline Additive Unit,California,Oil / Oil Products,Chevron Corporation,Unknown,,
Barauni (Indian Oil Corporation Ltd) - Gasoline Merox Unit,Gas Processing / Treating Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Leuna (TotalEnergies Raffinerie Mitteldeutschland GmbH) - Tank Farm (Product),Tank Farm,Germany,Oil / Oil Products,Total Deutschland GmbH,Unknown,,
Vicksburg (Ergon) - Cogen GT/HRSG,Power Generator,Mississippi,Oil / Oil Products,Ergon,Unknown,,
REDUC (Petroleo Brasileiro SA Petrobras) - Cooling Water U-1360,Unclassified Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Sendai Refinery (ENEOS Corporation) - LPG Recovery Unit,Gas Processing / Treating Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
RU V - Balikpapan Refinery (PT Pertamina Persero) - Dewaxing Unit,Lube Plant,Indonesia,Oil / Oil Products,PT Pertamina Persero,Unknown,,
Daqing Refinery (PetroChina Daqing Petrochemical Company Limited) - CDU 1,Distillation Unit,China (Mainland),Oil / Oil Products,PetroChina Daqing Petrochemical Company Limited,Unknown,,
Seosan Daesan Refinery (Hyundai Oilbank Company Limited) - NHT (Naphtha Hydrotreater) 2,Hydrotreater Unit,South Korea,Oil / Oil Products,Hyundai Oilbank Co Ltd,Unknown,,
Rodeo (Phillips 66) - GEN B CT/HRSG,Power Generator,California,Oil / Oil Products,Phillips 66,Unknown,,
Omsk Refinery (Gazprom Neft' PAO) - Aromatics Hydrotreater (KPA) (C-200),Hydrotreater Unit,Siberian Federal District,Oil / Oil Products,Gazprom Neft' PAO,Unknown,,
Toledo (BP-Husky Refining LLC) - Asphalt,Asphalt Plant,Ohio,Oil / Oil Products,BP-Husky Refining LLC,Unknown,,
Map Ta Phut Oil Refinery (Star Petroleum Refining Company Limited) - NHTU,Hydrotreater Unit,Thailand,Oil / Oil Products,Star Petroleum Refining Company Limited,Unknown,,
Refinaria de Mataripe (ex RLAM) (Petroleo Brasileiro SA Petrobras) - Resid FCCU (Unit-39),Catalytic Cracker Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Gunvor Petroleum Rotterdam Refinery (Gunvor Petroleum Rotterdam B.V.) - Vacuum Distillation (South area),Distillation Unit,Netherlands,Oil / Oil Products,Gunvor Petroleum Rotterdam B.V.,Unknown,,
Edmonton Refinery (Suncor Energy Inc) - Naphtha Hydrotreater,Hydrotreater Unit,Canada,Oil / Oil Products,Suncor Energy Inc,Unknown,,
Sandersville (Hunt Refining Co) - Rail Car Loading,Loading Facility,Mississippi,Oil / Oil Products,Hunt Refining Co,Unknown,,
Ferndale (Phillips 66) - WWTP,Water Treatment Unit,Washington,Oil / Oil Products,Phillips 66,Unknown,,
Woods Cross (Silver Eagle Refining Incorporated) - Reformer,Reformer Unit,Utah,Oil / Oil Products,Silver Eagle Refining Incorporated,Unknown,,
Digboi (Indian Oil Corporation Ltd) - Tank Farm,Tank Farm,India,Oil / Oil Products,Indian Oil Corpn Ltd,Unknown,,
Dongying Refinery (Dongying Hualian Petrochemical Company Limited) - CDU 1,Distillation Unit,China (Mainland),Oil / Oil Products,Dongying Hualian Petrochemical Company Limited,Unknown,,
Torrance (Torrance Refining Company LLC) - Wastewater Treatment,Water Treatment Unit,California,Oil / Oil Products,PBF Energy Inc,Unknown,,
Talin (Dalin) Refinery (Chinese Petroleum Corporation (CPC)) - Catalytic Reforming 6,Reformer Unit,Taiwan,Oil / Oil Products,Chinese Petroleum Corporation (CPC),Unknown,,
Benicia (Valero Refining Co) - Vacuum Distillation,Distillation Unit,California,Oil / Oil Products,Valero Refining Co,Unknown,,
Lukoil Neftochim Burgas Refinery (Lukoil Bulgaria EOOD) - Cooling Water System,Unclassified Unit,Bulgaria,Oil / Oil Products,Lukoil Bourgas,Unknown,,
Heze Refinery (Shandong Dongming Petrochemical Group Co Ltd) - Delayed Coker Unit 1,Coker Unit,China (Mainland),Oil / Oil Products,Shandong Dongming Petrochemical Group Co Ltd,Unknown,,
Heide (Raffinerie Heide GmbH) - Claus 4,Sulfur Plant,Germany,Oil / Oil Products,Klesch & Company Limited,Unknown,,
RU IV - Cilacap Refinery (PT Pertamina Persero) - CDU 1,Distillation Unit,Indonesia,Oil / Oil Products,PT Pertamina Persero,Unknown,,
Mailiao (Formosa Petrochemical Corporation) - Resid Fluid Cat Cracker 02,Catalytic Cracker Unit,Taiwan,Oil / Oil Products,Formosa Petrochemical Corporation,Unknown,,
Sannazzaro (Eni Spa) - Sour Water Stripper,Water Treatment Unit,Italy,Oil / Oil Products,Eni Spa,Unknown,,
Shanghai Refinery (Sinopec Shanghai Gaoqiao Petrochemical Company Limited) - Jet Fuel Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Shanghai Gaoqiao Company,Unknown,,
Pascagoula (Chevron Corporation) - Delayed Coker (83 Plant),Coker Unit,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,,
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - HDS U-4 (Lubricants),Hydrotreater Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,,
Ponca City (Phillips 66) - FCCU 4,Catalytic Cracker Unit,Oklahoma,Oil / Oil Products,Phillips 66,Unknown,,
Lukoil Neftochim Burgas Refinery (Lukoil Bulgaria EOOD) - Gas Treatment Plant,Gas Processing / Treating Unit,Bulgaria,Oil / Oil Products,Lukoil Bulgaria EOOD,Unknown,,
Alexandria Refinery (APC - El-Mex) (Alexandria Petroleum Co) - Crude Distillation Unit 2 (Unit 3),Distillation Unit,Egypt,Oil / Oil Products,Alexandria Petroleum Co,Unknown,,
Mandan (Marathon Petroleum Corporation) - Diesel Desulfurization Unit DDU (ULSD),Hydrotreater Unit,North Dakota,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,,
Whiting (BP Products North America Incorporated) - CFU Hydrotreater (Cat Cracker Feed) 171,Hydrotreater Unit,Indiana,Oil / Oil Products,BP Products North America Incorporated,Unknown,,
Martinez (Martinez Refining Co LLC) - Amine DEA (Sulfur Plant),Gas Processing / Treating Unit,California,Oil / Oil Products,PBF Energy Ltd,Unknown,,
Borger (WRB Refining LP) - Gas Oil HDS (GOHDS) Unit 41 Hydrodesulfurization,Hydrotreater Unit,Texas,Oil / Oil Products,WRB Refining LP,Unknown,,
Dongying Refinery (Shandong Shenchi Holding Company Limited) - Gasoline Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Shandong Shenchi Chemical Co. Ltd.,Unknown,,
Chiba (Cosmo Oil Co Ltd) - Vacuum Gas Oil Hydrodesulfurization Unit (HDS),Hydrotreater Unit,Japan,Oil / Oil Products,Cosmo Oil Co Ltd,Unknown,,
North Salt Lake (Big West Oil LLC) - HF Alkylation,Alkylate Plant,Utah,Oil / Oil Products,Big West Oil LLC,Unknown,,
Bradford Refinery (American Refining Group Incorporated) - Crude,Distillation Unit,Pennsylvania,Oil / Oil Products,American Refining Group Incorporated,Unknown,,
Nynas Gothenburg Refinery (Nynas Petroleum AB) - Emulsion Unit,Unclassified Unit,Sweden,Oil / Oil Products,Nynas AB (publ),Unknown,,
Yinchuan (PetroChina Ningxia Petrochemical Company) - Benzene Extraction,Gasoline Additive Unit,China (Mainland),Oil / Oil Products,PetroChina Ningxia Petrochemical Company,Unknown,,
Negishi (ENEOS Corporation) - Platformer 3,Reformer Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Yokkaichi (Cosmo Oil Company Limited) - Vacuum Distillation Unit 3 (Lube Oil),Distillation Unit,Japan,Oil / Oil Products,Cosmo Oil Company Limited,Unknown,,
Kawasaki (ENEOS Corporation) - FCC (Fluid Catalytic Cracking Unit),Catalytic Cracker Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Bill Greehey Refinery - West (Corpus Christi) (Valero Refining Company) - SRU 2,Sulfur Plant,Texas,Oil / Oil Products,Valero Refining Co,Unknown,,
Trainer Refinery (Monroe Energy LLC) - Ship Docks,Loading Facility,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Unknown,,
Refineria Francisco I Madero (Ciudad Madero) (Pemex Transformacion Industrial) - Isomerization (Pentane) Unit 200,Isomerate Plant,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,,
Aspropyrgos (Hellenic Petroleum S A) - Flare,Unclassified Unit,Greece,Oil / Oil Products,HELLENIC ASPROPYRGOS SA,Unknown,,
Barrancabermeja Refinery (Ecopetrol) - FCCU 3 (Orthoflow),Catalytic Cracker Unit,Colombia,Oil / Oil Products,Ecopetrol,Unknown,,
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - Cooling Towers,Unclassified Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,,
Rheinland Godorf Refinery (North) (Shell Deutschland Oil GmbH) - Special Bitumen Plant,Unclassified Unit,Germany,Oil / Oil Products,Royal Dutch Shell PLC,Unknown,,
Mumbai (Hindustan Petroleum Corporation Limited) - Solvent Extraction Unit-III,Lube Plant,India,Oil / Oil Products,Hindustan Petroleum Corporation Limited,Unknown,,
Esmeraldas (EP Petroecuador) - Merox 100,Gas Processing / Treating Unit,Ecuador,Oil / Oil Products,EP Petroecuador,Unknown,,
La Rabida Refinery (Cepsa SA) - Unifiner (Naphtha),Hydrotreater Unit,Spain,Oil / Oil Products,Cepsa SA,Unknown,,
Cangzhou (Sinopec Corp Qingdao Br China) - Diesel Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Corp Qingdao Br China,Unknown,,
Antilles Refinery (SARA (Societe Anonyme de la Raffinerie des Antilles)) - Flare 2,Unclassified Unit,Martinique,Oil / Oil Products,SARA (Societe Anonyme de la Raffinerie des Antilles),Unknown,,
REPLAN (Petroleo Brasileiro SA Petrobras) - SRU (U-910C),Sulfur Plant,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Aconcagua Refinery (Enap Refinerias SA) - HDG (Naphtha Hydrotreater),Hydrotreater Unit,Chile,Oil / Oil Products,ENAP Refinerias SA,Unknown,,
Mina Al-Ahmadi (Kuwait National Petroleum Company) - Tail Gas Treatment Unit-III,Gas Processing / Treating Unit,Kuwait,Oil / Oil Products,Kuwait National Petroleum Company,Unknown,,
El Dorado (Delek US Holdings Inc) - Crude 4,Distillation Unit,Arkansas,Oil / Oil Products,Delek Logistics Partners LP,Unknown,,
Deer Park (Deer Park Refining LP) - SRU 3,Sulfur Plant,Texas,Oil / Oil Products,Shell Deer Park Refining Co,Unknown,,
Mumbai (Bharat Petroleum Corporation Limited) - Demineralization Unit 4,Water Treatment Unit,India,Oil / Oil Products,Bharat Petroleum Corporation Limited,Unknown,,
Jamnagar (Reliance Industries Limited) - Sulfur Recovery Unit 2,Sulfur Plant,India,Oil / Oil Products,Reliance Industries Ltd,Unknown,,
Sinclair (HF Sinclair Corporation) - Hydrogen 1,Hydrogen Plant,Wyoming,Oil / Oil Products,Sinclair Oil Corp,Unknown,,
Mina Abdulla Refinery (Kuwait National Petroleum Company) - Hydrogen Recovery Unit,Hydrogen Plant,Kuwait,Oil / Oil Products,Kuwait National Petroleum Company,Unknown,,
Jurong Refinery (Mainland) (ExxonMobil Asia Pacific Pte Ltd) - Crude 1,Distillation Unit,Singapore,Oil / Oil Products,ExxonMobil Asia Pacific Pte Ltd,Unknown,,
Valdez (Petro Star Incorporated) - Crude Distillation (Atmospheric),Distillation Unit,Alaska,Oil / Oil Products,Petro Star Incorporated,Unknown,,
Petrobrazi Refinery (OMV Petrom SA) - ETBE,Gasoline Additive Unit,Romania,Oil / Oil Products,OMV Petrom SA,Unknown,,
Ruwais Refinery 1 (East) (ADNOC Refining) - Kerosene Merox Unit 2,Gas Processing / Treating Unit,United Arab Emirates,Oil / Oil Products,Abu Dubai Oil Refining Company (ADNOC),Unknown,,
Kenai (Marathon Petroleum Corporation) - C5-C6 Feed Isomerization,Isomerate Plant,Alaska,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,,
La Coruna (Repsol Petroleo SA) - HDS (Kerosene),Hydrotreater Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,,
Mizushima Refinery (A and B Plant) (Eneos Corp) - Solvent Deasphalting Unit 1,Lube Plant,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Fushun (China National Petroleum Corporation) - Delayed Coker 2,Coker Unit,China (Mainland),Oil / Oil Products,China National Petroleum Corporation,Unknown,,
Catlettsburg Refinery 2 - North (Catlettsburg Refining LLC) - Isom Hydrobon,Hydrotreater Unit,Kentucky,Oil / Oil Products,Catlettsburg Refining LLC,Unknown,,
Puget Sound Refinery (HF Sinclair Corp) - Hydrogen (SMR),Hydrogen Plant,Washington,Oil / Oil Products,Royal Dutch Shell PLC,Unknown,,
Homs (Homs Refinery Company) - VDU 19,Distillation Unit,Syria,Oil / Oil Products,Homs Refinery Company,Unknown,,
Gelsenkirchen Scholven Refinery (BP PLC) - Sour Water Stripper B,Water Treatment Unit,Germany,Oil / Oil Products,BP PLC,Unknown,,
Scotford (Shell Canada Ltd (Pre-Merger)) - GRU (Gas Recovery),Gas Processing / Treating Unit,Canada,Oil / Oil Products,Shell Canada Ltd (Pre-Merger 1),Unknown,,
Catlettsburg Refinery 2 - North (Catlettsburg Refining LLC) - Penex,Isomerate Plant,Kentucky,Oil / Oil Products,Catlettsburg Refining LLC,Unknown,,
Saint Paul Park Refinery (Marathon Petroleum Corp) - Reformer 1,Reformer Unit,Minnesota,Oil / Oil Products,Marathon Petroleum Corp,Unknown,,
Mathura (Indian Oil Corporation Ltd) - LPG Merox 2 (CR LPG Merox),Gas Processing / Treating Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Pavlodar (KazMunayGas JSC) - Naphtha Hydrotreater,Hydrotreater Unit,Kazakhstan,Oil / Oil Products,NK KazMunayGaz AO,Unknown,,
Pascagoula Chemical - Paraxylene,Unclassified Unit,Mississippi,Oil / Oil Products,,Unknown,,
Gelsenkirchen Horst Refinery (Ruhr Oel GmbH) - Railcar Loading,Hydrotreater Unit,Germany,Oil / Oil Products,Ruhr Oel GmbH,Unknown,,
Mostorod (Cairo Oil Refining Company) - Vapor Recovery Unit 1,Unclassified Unit,Egypt,Oil / Oil Products,Cairo Oil Refining Company,Unknown,,
Zibo Qilu Refinery (Sinopec Qilu Company Limited) - FCCU 1,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,Sinopec Qilu Co.,Unknown,,
Rotterdam Refinery (Esso Nederland BV) - Naphtha Hydrofiner,Hydrotreater Unit,Netherlands,Oil / Oil Products,Esso Nederland BV,Unknown,,
Mid Country Refinery (Pak-Arab Refinery Limited) - Sulfur Recovery Unit,Sulfur Plant,Pakistan,Oil / Oil Products,Pak-Arab Refinery Ltd,Unknown,,
Holborn Refinery (Holborn Europa Raffinerie GmbH) - Gasoil Blending,Unclassified Unit,Germany,Oil / Oil Products,Hamburg-Harburg,Unknown,,
Bilbao Refinery (Petronor SA) - Coker Naphtha Desulfurizer,Hydrotreater Unit,Spain,Oil / Oil Products,Petronor S A,Unknown,,
Sweeny (Phillips 66) - Iso Pentane 20,Petrochemical Plant,Texas,Oil / Oil Products,Phillips 66,Unknown,,
Zhoushan Refinery (CNOOC Zhoushan Petrochemical Limited) - Delayed Coker,Coker Unit,China (Mainland),Oil / Oil Products,CNOOC Zhoushan Petrochemical Ltd,Unknown,,
Montreal (Suncor Energy Incorporated) - Naphtha Hydrofiner 46,Hydrotreater Unit,Canada,Oil / Oil Products,Suncor Energy Incorporated,Unknown,,
Korangi Karachi Refinery (National Refinery Ltd) - Asphalt Unit-I,Lube Plant,Pakistan,Oil / Oil Products,National Refinery Ltd,Unknown,,
Kawasaki (ENEOS Corporation) - Naphtha Hydrotreater Unit,Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Bradford Refinery (American Refining Group Incorporated) - Diesel (ULSD) & Lube Oil HT,Hydrotreater Unit,Pennsylvania,Oil / Oil Products,American Refining Group Incorporated,Unknown,,
St1 Gothenburg (St1 Refinery AB) - Hydrogen Membrane Unit 1,Hydrogen Plant,Sweden,Oil / Oil Products,St1 Refinery AB,Unknown,,
Panjin Liaohe (CNPC Liaohe Petrochemical Company Limited) - RFCCU,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,PetroChina Liaohe Petrochemical Co,Unknown,,
Puertollano (Repsol Petroleo SA) - 639-A (SRU),Sulfur Plant,Spain,Oil / Oil Products,Repsol SA,Unknown,,
Abadan (Abadan Oil Refining Company) - FCCU 2 (NEW),Catalytic Cracker Unit,Iran,Oil / Oil Products,Abadan Oil Refining Company,Unknown,,
Martinez (Martinez Refining Co LLC) - OPCEN Sulfur 4 Plant,Sulfur Plant,California,Oil / Oil Products,PBF Energy Ltd,Unknown,,
Whiting (BP Products North America Incorporated) - Reformer Feed HT,Hydrotreater Unit,Indiana,Oil / Oil Products,BP Products North America Incorporated,Unknown,,
Ras Tanura (Saudi Arabian Oil Company) - Naphtha Hydrotreater 1,Hydrotreater Unit,Saudi Arabia,Oil / Oil Products,Saudi Arabian Oil Co,Unknown,,
Borger (WRB Refining LP) - Delayed Coker Unit 50,Coker Unit,Texas,Oil / Oil Products,WRB Refining LP,Unknown,,
Sodegaura (Fuji Oil Holdings Inc) - Hydrogen Production Unit,Hydrogen Plant,Japan,Oil / Oil Products,Fuji Oil Holdings Inc,Unknown,,
Kalundborg (Equinor Refining Denmark A/S) - Section 4650 (Molex),Isomerate Plant,Denmark,Oil / Oil Products,Equinor Refining Denmark A/S,Unknown,,
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - Stripper Tower U-5 (Lube),Unclassified Unit,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,,
Pascagoula (Chevron Corporation) - Sour Water Concentrators,Water Treatment Unit,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,,
Ponca City (Phillips 66) - Coker Gas,Gas Processing / Treating Unit,Oklahoma,Oil / Oil Products,Phillips 66,Unknown,,
Mailiao (Formosa Petrochemical Corporation) - Hydrogen Unit 1,Hydrogen Plant,Taiwan,Oil / Oil Products,Formosa Petrochemical Corp,Unknown,,
Shanghai Refinery (Sinopec Shanghai Gaoqiao Petrochemical Company Limited) - Hydrogen Unit 2,Hydrogen Plant,China (Mainland),Oil / Oil Products,Sinopec Shanghai Gaoqiao Company,Unknown,,
Sannazzaro (Eni Spa) - HDS 3 (Kerosene Unit 52),Hydrotreater Unit,Italy,Oil / Oil Products,Eni Spa,Unknown,,
Heze Refinery (Shandong Dongming Petrochemical Group Co Ltd) - Paving Asphalt Unit,Asphalt Plant,China (Mainland),Oil / Oil Products,Shandong Dongming Petrochemical Group Co Ltd,Unknown,,
Mari-El Refinery (Mariysky NPZ Limited) - AT-2 (Crude 2),Distillation Unit,Volga Federal District,Oil / Oil Products,Mariysky NPZ Limited,Unknown,,
Tahe Refinery (SINOPEC Tahe Co) - CDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,SINOPEC Tahe Co,Unknown,,
La Rabida Refinery (Cepsa SA) - Naphtha Hydrodesulfurizer (HN),Hydrotreater Unit,Spain,Oil / Oil Products,Cepsa SA,Unknown,,
Mizushima Refinery (A and B Plant) (Eneos Corp) - Vacuum Gas Oil Hydrotreater (Plant B),Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Sines (Galp Energia SGPS SA) - Vacuum Distillation 2,Distillation Unit,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Unknown,,
Esmeraldas (EP Petroecuador) - CCR,Reformer Unit,Ecuador,Oil / Oil Products,EP Petroecuador,Unknown,,
Pascagoula (Chevron Corporation) - SRU 3 (27 Plant),Sulfur Plant,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,,
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - Reformer #2 ( CCR ),Reformer Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,,
