Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity (Barrels),Region PADD,Primary Shareholders
Priolo Gargallo ISAB Refinery (South) (Lukoil PJSC) - Unit 800 Hydrogen Production,Hydrogen Plant,Italy,Oil / Oil Products,Lukoil Italia Srl,Unknown,--,,LUKOIL
Puertollano (Repsol Petroleo SA) - FCCU,Catalytic Cracker Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,--,,Repsol
Bio Bio Refinery (ENAP Refinerias SA) - Diesel Hydrotreater HDS2,Hydrotreater Unit,Chile,Oil / Oil Products,ENAP Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand) - VDU,Distillation Unit,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Unknown,--,,NIOC
Panjin Liaohe (CNPC Liaohe Petrochemical Company Limited) - Delayed Coker,Coker Unit,China (Mainland),Oil / Oil Products,PetroChina Liaohe Petrochemical Co,Unknown,--,,China Petroleum & Chemical Corporation
Navajo Refinery (Navajo Refining Company Limited Partnership) - FCCU,Catalytic Cracker Unit,New Mexico,Oil / Oil Products,Navajo Refining Company Limited Partnership,Unknown,--,,HollyFrontier Corp
Yeosu (GS CALTEX OIL CORP) - Rheniforming,Reformer Unit,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,--,,GS Caltex
Esfahan Refinery (Esfahan Oil Refining Company) - Crude Distillation Unit 1,Distillation Unit,Iran,Oil / Oil Products,Esfahan Oil Refining Company,Unknown,--,,National Iranian Oil Co
La Plata (YPF SA) - Topping D (Lube),Distillation Unit,Argentina,Oil / Oil Products,YPF SA,Unknown,--,,YPF SA
Bayway Refinery (Phillips 66) - Poly,Polymerization Plant,New Jersey,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Petromidia Refinery (Rompetrol Rafinare SA) - Olefins,Hydrotreater Unit,Romania,Oil / Oil Products,Oilfield Exploration Business Solutions SA,Unknown,--,,Oilfield Exploration Business Solutions SA
Petrotel-Lukoil Refinery (Lukoil PJSC) - Diesel Hydrofining (HPM),Hydrotreater Unit,Romania,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL Oil Company
Amreya Refinery (Amreya Petroleum Refining Company) - Atmospheric Distillation Unit 2 (05),Distillation Unit,Egypt,Oil / Oil Products,Amreya Petroleum Refining Company,Unknown,--,,Egyptian General Petroleum Corporation
El Paso South Refinery (Marathon Petroleum Corporation) - Vacuum 2,Distillation Unit,Texas,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,--,,Marathon Petroleum Corp
Ryazan refinery (Ryazan NPK CJSC) - Bitumen Unit (19/5),Asphalt Plant,Central Federal District,Oil / Oil Products,Ryazan NPK CJSC,Unknown,--,,TNK-BP
Gelsenkirchen Horst Refinery (Ruhr Oel GmbH) - HDS Light Heating Oil,Hydrotreater Unit,Germany,Oil / Oil Products,Ruhr Oel GmbH,Unknown,--,,BP PLC
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - FCC,Catalytic Cracker Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,--,,Pemex
Gibraltar Refinery (Cepsa) - Parex,Gasoline Additive Unit,Spain,Oil / Oil Products,Cepsa,Unknown,--,,Cepsa
Ulsan (SK Energy Company Limited) - RFCCU (Residue Fluid Catalytic Cracking Unit) 2,Catalytic Cracker Unit,South Korea,Oil / Oil Products,SK Energy Company Limited,Unknown,--,,SK Networks Resources Australia Pty Ltd
Big Spring (Delek US Holdings) - Amine MDEA (SRU),Gas Processing / Treating Unit,Texas,Oil / Oil Products,Delek US Holdings,Unknown,--,,Delek
Oita (ENEOS Corporation) - Gasoline Washing Unit,Gas Processing / Treating Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras) - Sulfur Recovery Unit 2,Sulfur Plant,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
Saras Refinery (Saras Raffinerie Sarde SpA) - TGTU (Tail Gas treatment),Gas Processing / Treating Unit,Italy,Oil / Oil Products,Saras Raffinerie Sarde SpA,Unknown,--,,Saras SpA
BP Rotterdam (BP Raffinaderij Rotterdam BV) - Nerefco 02 CT/HRSG,Power Generator,Netherlands,Oil / Oil Products,BP Raffinaderij Rotterdam BV,Unknown,--,,BP PLC
Yanan Refinery (Yanchang Petroleum Group Refinery Company) - CDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,Yanchang Petroleum Group Refinery Company,Unknown,--,,Shaanxi Yanchang Petroleum Group Company Limited
Donges (Total Refining & Chemicals Saudi Arabia Sas) - Alkylation,Alkylate Plant,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,--,,Total
Baytown (ExxonMobil Corporation) - Unit 44 CT/HRSG,Power Generator,Texas,Oil / Oil Products,EXXON,Unknown,--,,Exxon Mobil Corp
Donges (Total Refining & Chemicals Saudi Arabia Sas) - Flare 3,Unclassified Unit,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,--,,Total
Ingolstadt (Gunvor Raffinerie Ingolstadt GmbH) - Fractionator Light Ends,Gas Processing / Treating Unit,Germany,Oil / Oil Products,Gunvor Deutschland GmbH,Unknown,--,,Gunvor International B.V.
Koyali Refinery (Gujarat) (Indian Oil Corporation Ltd) - Gujarat CHP 02 ST,Power Generator,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
Schwedt Refinery (PCK Raffinerie Gmbh) - HDS (Kerosene),Hydrotreater Unit,Germany,Oil / Oil Products,PCK Raffinerie Gmbh,Unknown,--,,PCK Raffinerie GmbH
Livorno (Eni Spa) - DEA (Diethanol Amine),Gas Processing / Treating Unit,Italy,Oil / Oil Products,Eni Spa,Unknown,--,,Eni SpA
Ulsan (SK Energy Company Limited) - Merox Unit 3,Gas Processing / Treating Unit,South Korea,Oil / Oil Products,SK Energy Company Limited,Unknown,--,,SK Networks Resources Australia Pty Ltd
Lake Charles (CITGO Petroleum Corp) - SWS (Sour Water Stripper),Water Treatment Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corporation
Detroit (Marathon) - Propylene,Petrochemical Plant,Michigan,Oil / Oil Products,Marathon,Unknown,--,,Marathon Petroleum Corp
El Dorado (HF Sinclair Corp) - HTU 4 Diesel (ULSD),Hydrotreater Unit,Kansas,Oil / Oil Products,HollyFrontier Corp,Unknown,--,,HollyFrontier Corp
Big Spring (Delek US Holdings) - Diesel Hydrotreater (DHT),Hydrotreater Unit,Texas,Oil / Oil Products,Delek US Holdings,Unknown,--,,Delek
Port Arthur (Motiva Enterprises LLC) - PP 03 GEN 31 STG,Power Generator,Texas,Oil / Oil Products,Motiva Enterprises LLC,Unknown,--,,Saudi Aramco
Petrobrazi Refinery (OMV Petrom SA) - Platforming 01,Reformer Unit,Romania,Oil / Oil Products,OMV Petrom SA,Unknown,--,,Oilfield Exploration Business Solutions SA
Yeosu (GS CALTEX OIL CORP) - Yeosu Diesel Generator,Power Generator,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,--,,GS Caltex
Ryazan refinery (Ryazan NPK CJSC) - TK-1 Visbreaker,Coker Unit,Central Federal District,Oil / Oil Products,Ryazan NPK CJSC,Unknown,--,,TNK-BP
McPherson (CENEX HARVEST STATES) - Crude 2 (Sour),Distillation Unit,Kansas,Oil / Oil Products,CENEX HARVEST STATES,Unknown,--,,NCRA
Los Angeles Refinery - Wilmington (Phillips 66) - Hydrogen 118,Hydrogen Plant,California,Oil / Oil Products,Phillips 66 Co,Unknown,--,,Phillips 66 Ltd
Bongaigaon (Indian Oil Corporation Limited) - Bongaigaon 01,Power Generator,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
RECAP Refinery (Petroleo Brasileiro SA Petrobras) - RECAP 01 CT/HRSG,Power Generator,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
Warren Refinery (United Refining Company) - SF Alkylation,Alkylate Plant,Pennsylvania,Oil / Oil Products,United Refining Company,Unknown,--,,United Refining Co
Billings (ExxonMobil Corporation) - Powerformer,Reformer Unit,Montana,Oil / Oil Products,ExxonMobil Corporation,Unknown,--,,Exxon Mobil Corp
Zibo Refinery (Shandong Jincheng Petrochemical Group Company Limited) - Delayed Coker 3,Coker Unit,China (Mainland),Oil / Oil Products,Shandong Jincheng Petrochemical Group Co Ltd,Unknown,--,,
Livorno (Eni Spa) - Tank Farm,Tank Farm,Italy,Oil / Oil Products,Eni SpA,Unknown,--,,Eni SpA
Lake Charles (CITGO Petroleum Corp) - Isom HDS,Hydrotreater Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corporation
Shikoku (Taiyo Oil Co Ltd) - No.2 Aromatics Manufacturing Unit (2FU),Gasoline Additive Unit,Japan,Oil / Oil Products,Taiyo Oil Co Ltd,Unknown,--,,Taiyo Oil Co
Mildred Lake Oil Sands Upgrader & Refinery (Syncrude Canada Ltd) - Vacuum (Plant 37-1),Distillation Unit,Canada,Oil / Oil Products,Syncrude Canada Ltd,Unknown,--,,
Ardmore (Valero Refining Company) - Tank Farm,Tank Farm,Oklahoma,Oil / Oil Products,Valero Refining Company-Oklahoma,Unknown,--,,Valero Energy Corp
Big Spring (Delek US Holdings) - Product Tank Farm,Tank Farm,Texas,Oil / Oil Products,Alon USA Energy Inc,Unknown,--,,Alon
Wuhan (Sinopec Wuhan Company Limited) - Continuous Reformer,Reformer Unit,China (Mainland),Oil / Oil Products,Sinopec Wuhan Company Limited,Unknown,--,,Sinopec Corp
Oita (ENEOS Corporation) - Heavy Gas Oil Hydrotreater,Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Ulsan (SK Energy Company Limited) - PRU (Propylene Recovery Unit) 2,Petrochemical Plant,South Korea,Oil / Oil Products,SK Energy Co Ltd,Unknown,--,,SK Networks Resources Australia Pty Ltd
BP Rotterdam (BP Raffinaderij Rotterdam BV) - Hydrodesulfurizer #2 (Diesel),Hydrotreater Unit,Netherlands,Oil / Oil Products,BP Raffinaderij Rotterdam BV,Unknown,--,,BP PLC
Antwerpen (TotalEnergies SE) - Vacuum,Distillation Unit,Belgium,Oil / Oil Products,Total SE,Unknown,--,,Total SA
Saras Refinery (Saras Raffinerie Sarde SpA) - Vacuum V1,Distillation Unit,Italy,Oil / Oil Products,Saras Raffinerie Sarde SpA,Unknown,--,,Saras SpA
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras) - Amine (Cracking),Gas Processing / Treating Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
Lemont (CITGO Petroleum Corp) - Aux Boiler,Unclassified Unit,Illinois,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corp
Ryazan refinery (Ryazan NPK CJSC) - ABT-1 (Crude 1),Distillation Unit,Central Federal District,Oil / Oil Products,Ryazan NPK CJSC,Unknown,--,,TNK-BP
Petrotel-Lukoil Refinery (Lukoil PJSC) - Isomerization Plant,Isomerate Plant,Romania,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL Oil Company
Jamnagar Refinery Special Economic Zone (Reliance Industries Limited) - Sulfur Recovery Unit 2,Sulfur Plant,India,Oil / Oil Products,Reliance Industries Ltd,Unknown,--,,Reliance Industries Ltd
Incheon (SK Incheon Petrochem Co Ltd) - MDU (Middle Distillation Unit),Hydrotreater Unit,South Korea,Oil / Oil Products,SK Incheon Petrochem Co Ltd,Unknown,--,,SK Networks Resources Australia Pty Ltd
Petromidia Refinery (Rompetrol Rafinare SA) - Sulfur Recovery Unit,Sulfur Plant,Romania,Oil / Oil Products,Oilfield Exploration Business Solutions SA,Unknown,--,,Oilfield Exploration Business Solutions SA
Bayway Refinery (Phillips 66) - SRU A,Sulfur Plant,New Jersey,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Newcastle (Wyoming Refining) - Reformer,Reformer Unit,Wyoming,Oil / Oil Products,Wyoming Refining,Unknown,--,,Wyoming Refining
Warren Refinery (United Refining Company) - Vacuum Distillation,Distillation Unit,Pennsylvania,Oil / Oil Products,United Refining Company,Unknown,--,,United Refining Co
La Teja Refinery (Administracion Nacional de Combustibles Alcohol y Portland) - Naphtha Hydrotreater,Hydrotreater Unit,Uruguay,Oil / Oil Products,Administracion Nacional de Combustibles Alcohol y Portland,Unknown,--,,ANCAP
Ryazan refinery (Ryazan NPK CJSC) - ABT-1 (Vacuum 1),Distillation Unit,Central Federal District,Oil / Oil Products,Ryazan NPK CJSC,Unknown,--,,TNK-BP
McPherson (CENEX HARVEST STATES) - Distillate Hydrotreater,Hydrotreater Unit,Kansas,Oil / Oil Products,CENEX HARVEST STATES,Unknown,--,,NCRA
Ichikawa Refinery (Sankyo Yuka Kogyo K.K) - Atmospheric & Vacuum Distillation,Distillation Unit,Japan,Oil / Oil Products,Sankyo Yuka Kogyo K.K,Unknown,--,,ENEOS Holdings Inc
Big Spring (Delek US Holdings) - Cryogenic,Unclassified Unit,Texas,Oil / Oil Products,Delek US Holdings,Unknown,--,,Delek
El Dorado (HF Sinclair Corp) - Amine Gas Treater,Gas Processing / Treating Unit,Kansas,Oil / Oil Products,HollyFrontier Corp,Unknown,--,,HollyFrontier Corp
Detroit (Marathon) - SRU B,Sulfur Plant,Michigan,Oil / Oil Products,Marathon,Unknown,--,,Marathon Petroleum Corp
Yeosu (GS CALTEX OIL CORP) - LPG Merox Unit 3,Gas Processing / Treating Unit,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,--,,GS Caltex
Cardon Refinery (Petroleos de Venezuela SA) - Crude 1,Distillation Unit,Venezuela,Oil / Oil Products,Petroleos de Venezuela SA,Unknown,--,,PDVSA
Port Arthur (Motiva Enterprises LLC) - Miller Tank Farm,Tank Farm,Texas,Oil / Oil Products,Motiva Enterprises LLC,Unknown,--,,Shell
Donges (Total Refining & Chemicals Saudi Arabia Sas) - Reformer 2,Reformer Unit,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,--,,Total
El Dorado (Delek US Holdings Inc) - Power House,Unclassified Unit,Arkansas,Oil / Oil Products,Delek Logistics Partners LP,Unknown,--,,Lion Oil Co
Ulsan (SK Energy Company Limited) - GDS (Gasoline Desulfurization) Unit 2,Hydrotreater Unit,South Korea,Oil / Oil Products,SK Energy Company Limited,Unknown,--,,SK Networks Resources Australia Pty Ltd
Lake Charles (CITGO Petroleum Corp) - Naphtha Desulfurizer 2,Hydrotreater Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corporation
Yaroslavl Refinery (JSC Slavneft-YANOS) (Slavneftekhim IP ZAO) - Bitumen Production 19/5M,Asphalt Plant,Central Federal District,Oil / Oil Products,Slavneftekhim IP ZAO,Unknown,--,,NK Rosneft' PAO
Livorno (Eni Spa) - Stab A (LPG Stabilizer),Unclassified Unit,Italy,Oil / Oil Products,Eni SpA,Unknown,--,,Eni SpA
Mizushima Refinery (A and B Plant) (Eneos Corp) - CDU 2 (Plant B),Distillation Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Tulsa West (HF Sinclair Corp) - Truck Rack,Loading Facility,Oklahoma,Oil / Oil Products,HollyFrontier Corp,Unknown,--,,HollyFrontier Corp
Cherry Point (BP Products North America Inc) - Naphtha (Straight Run) Dehexanizer,Unclassified Unit,Washington,Oil / Oil Products,BP PLC,Unknown,--,,BP PLC
Riyadh (Saudi Arabian Oil Co) - Hydrogen Production Unit II,Hydrogen Plant,Saudi Arabia,Oil / Oil Products,Saudi Arabian Oil Co,Unknown,--,,Saudi Aramco
RPBC (Petroleo Brasileiro SA Petrobras) - Pre-Fractionating (U-16),Gas Processing / Treating Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,RPBC
Nanjing Refinery (TBC 3002344) (Sinopec Zhongyuan Petrochemical Corp Ltd) - VDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,,Unknown,--,,
Beaumont (ExxonMobil Corporation) - Amine 2 Ucarsol,Gas Processing / Treating Unit,Texas,Oil / Oil Products,ExxonMobil Corporation,Unknown,--,,Exxon Mobil Corp
Erbil Refinery (KAR Group) - Reformer Unit 1 (CCR),Reformer Unit,Iraq,Oil / Oil Products,KAR Group,Unknown,--,,Kar Group
TAIF-NK (TAIF-NK PSC) - MTBE,Gasoline Additive Unit,Volga Federal District,Oil / Oil Products,Taif-NK AO,Unknown,--,,TAIF JSC
Galveston Bay Refinery (GBR) (Marathon Petroleum Co) - DDU 100 (Kerosene),Hydrotreater Unit,Texas,Oil / Oil Products,Marathon Petroleum Company LP,Unknown,--,,BP PLC
Three Rivers (Valero Refining Company) - Flare Stack and Drum,Unclassified Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Porvoo (Neste Corporation) - Sour Water Treatment 2,Water Treatment Unit,Finland,Oil / Oil Products,Neste Oil Ltd,Unknown,--,,Neste Oyj
Karachi (Pakistan Refinery Limited) - Boiler House,Unclassified Unit,Pakistan,Oil / Oil Products,Pakistan Refinery Limited,Unknown,--,,State of Pakistan
Manguinhos Refinery (Refit) (Refit Refinery) - Hydrotreater Reformer Feed,Hydrotreater Unit,Brazil,Oil / Oil Products,Refit Refinery,Unknown,--,,Repsol
Los Angeles Wilmington Refinery (Marathon Petroleum Co) - Cogen 01 CT/HRSG,Power Generator,California,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Andeavor
Gibraltar Refinery (Cepsa) - Rerun 2 (16/18),Gasoline Additive Unit,Spain,Oil / Oil Products,Cepsa,Unknown,--,,Cepsa
Bilbao Refinery (Petronor SA) - ORU (Oxigenate Removal Unit),Unclassified Unit,Spain,Oil / Oil Products,Repsol SA,Unknown,--,,Repsol Petroleo SA
Bio Bio Refinery (ENAP Refinerias SA) - Vacuum 2,Distillation Unit,Chile,Oil / Oil Products,ENAP Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Jinan Refinery (SINOPEC Jinan Company Limited) - LPG Treatment 2,Gas Processing / Treating Unit,China (Mainland),Oil / Oil Products,SINOPEC Jinan Company Limited,Unknown,--,,China Petroleum & Chemical Corporation
Lindsey (TotalEnergies SE) - Propylene Splitter 2,Petrochemical Plant,United Kingdom,Oil / Oil Products,TotalEnergies SE,Unknown,--,,Total
Dongying Refinery (Dongying Yatong Petrochemical Company Limited) - Paving Asphalt Unit,Asphalt Plant,China (Mainland),Oil / Oil Products,Dongying Yatong Petrochemical Company Limited,Unknown,--,,Dongying Yatong Petrochemical Co Ltd
Corinth (Motor Oil Hellas) - Solvent Extraction,Lube Plant,Greece,Oil / Oil Products,Motor Oil Hellas,Unknown,--,,Motor Oil Hellas
Pasadena (Chevron Corporation) - Boiler House 2,Unclassified Unit,Texas,Oil / Oil Products,Chevron Corporation,Unknown,--,,Petrobras
Negishi (ENEOS Corporation) - FCC Gasoline Desulfurization,Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Prince George (Tidewater Midstream and Infrastructure) - Reformer,Reformer Unit,Canada,Oil / Oil Products,Husky Energy Inc,Unknown,--,,Husky Energy Inc
Antwerpen (TotalEnergies SE) - HDS 4 (Gas Oil),Hydrotreater Unit,Belgium,Oil / Oil Products,Total SE,Unknown,--,,Total SA
Urumqi (PetroChina Urumqi Petrochemical Company Limited) - CDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,PetroChina Urumqi Petrochemical Company Limited,Unknown,--,,PetroChina
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand) - Amine Treatment 1,Gas Processing / Treating Unit,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Unknown,--,,NIOC
Great Falls Refinery (Calumet Montana Refining LLC) - Crude 1,Distillation Unit,Montana,Oil / Oil Products,Calumet Specialty Products Partners LP,Unknown,--,,Calumet Oil
La Plata (YPF SA) - Coker Naphtha HDT,Hydrotreater Unit,Argentina,Oil / Oil Products,YPF SA,Unknown,--,,YPF SA
RU III - Plaju Refinery (PT Pertamina Persero) - Thermal Reformer (TRF),Thermal Cracker Unit,Indonesia,Oil / Oil Products,PT Pertamina Persero,Unknown,--,,Pertamina (Persero) PT
Bio Bio Refinery (ENAP Refinerias SA) - CHBB Hydrogen 2,Hydrogen Plant,Chile,Oil / Oil Products,Enap Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Puertollano (Repsol Petroleo SA) - Puertollano 01 CT/HRSG,Power Generator,Spain,Oil / Oil Products,Repsol SA,Unknown,--,,Repsol
Priolo Gargallo ISAB Refinery (South) (Lukoil PJSC) - Unit 900 Light Naphtha splitter,Reformer Unit,Italy,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL
Beaumont (ExxonMobil Corporation) - PP3 GEN 34 ST,Power Generator,Texas,Oil / Oil Products,EXXON,Unknown,--,,Exxon Mobil Corp
Cangzhou Refinery (CNOOC Zhongjie Petrochemical Company Limited) - FCCU 2,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,CNOOC Zhongjie Petrochemical Company Limited,Unknown,--,,China National Offshore Oil Corp (CNOOC)
Bayernoil Vohburg Refinery (Bayernoil Raffineriegesellschaft mbH) - MDU (Mid Distillate Unit),Hydrotreater Unit,Germany,Oil / Oil Products,BAYERNOIL Raffineriegesellschaft mbH,Unknown,--,,BAYERNOIL Raffineriegesellschaft mbH
Three Rivers (Valero Refining Company) - Crude 1,Distillation Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Preemraff Lysekil Refinery (Preem AB) - Claus 1 (260),Sulfur Plant,Sweden,Oil / Oil Products,Preem AB,Unknown,--,,Preem
Corpus Christi Refinery - West (CITGO Petroleum Corporation) - Diesel Hydrofiner (MDH),Hydrotreater Unit,Texas,Oil / Oil Products,CITGO Petroleum Corporation,Unknown,--,,CITGO Petroleum Corp
Krotz Springs (Delek US Holdings Inc) - Barge Loading Dock,Loading Facility,Louisiana,Oil / Oil Products,Delek US Holdings Inc,Unknown,--,,Delek
